age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference
26,46912,3.1,2,1.7,3,4,8,12,76810,48466,8,0,2,7,9,4,7,6,6,8,10,Female,Tier 3,Store
51,71947,4.1,5,3.8,9,8,38,16,132940,16371,1,1,4,2,4,3,7,10,1,4,1,Male,Tier 3,Store
63,243769,7.7,3,1.7,3,1,14,17,115289,99934,4,2,1,8,6,5,10,3,8,9,10,Female,Tier 3,Store
31,59387,6.1,7,3.5,5,2,48,9,21756,51988,7,4,3,3,2,9,2,3,7,7,2,Female,Tier 3,Store
21,210037,7.3,3,2.1,2,1,11,19,81024,52419,2,6,3,10,8,8,4,5,10,9,6,Other,Tier 2,Store
47,31508,5.8,5,1.1,7,4,3,8,52120,86462,2,6,4,1,5,7,2,4,2,6,9,Male,Tier 2,Store
48,60592,5.1,5,4.0,7,6,16,0,25912,56437,5,8,2,5,8,9,8,10,2,6,6,Female,Tier 3,Store
55,124249,7.3,2,1.6,5,5,8,11,146436,118966,9,8,3,9,7,3,2,7,5,8,2,Male,Tier 3,Store
28,16919,2.5,11,2.6,8,6,30,10,82886,119367,10,8,3,5,3,1,8,3,4,7,1,Other,Tier 3,Store
52,57595,5.4,1,0.8,9,2,29,10,77577,114677,10,5,3,8,10,6,1,10,2,9,1,Female,Tier 1,Store
25,155689,6.1,12,0.7,4,5,37,14,3187,146378,8,4,7,5,4,5,7,8,2,6,7,Other,Tier 1,Store
20,221340,6.4,6,4.5,2,1,17,19,29541,92212,5,6,6,5,3,4,4,4,1,1,2,Male,Tier 3,Store
31,48298,3.4,13,2.7,2,6,20,13,56329,58386,7,4,1,10,5,8,7,2,4,5,5,Female,Tier 3,Store
77,153001,3.5,1,2.4,4,4,16,8,130946,106584,8,2,4,7,7,3,2,1,9,6,4,Female,Tier 2,Store
30,248725,5.2,9,2.0,6,10,34,1,119153,131464,3,6,3,3,10,2,5,1,2,5,3,Other,Tier 1,Store
62,29456,5.9,10,1.5,6,9,16,1,18008,91163,9,7,1,8,2,8,7,10,4,6,9,Male,Tier 3,Store
49,124599,9.1,5,3.3,2,3,16,15,128259,72462,7,1,7,5,8,1,6,2,5,6,3,Male,Tier 3,Store
51,101676,4.2,1,4.3,1,3,24,5,8724,125016,4,6,7,4,4,10,1,8,2,4,2,Male,Tier 1,Store
62,98721,5.0,12,3.6,2,9,12,12,22038,138695,1,3,6,9,1,3,2,8,1,9,7,Other,Tier 2,Store
78,52924,9.2,8,3.3,8,4,23,5,11972,53019,7,3,1,2,2,9,7,3,6,7,3,Male,Tier 3,Store
36,39240,8.1,1,2.1,5,7,14,0,1348,118871,6,0,5,3,9,1,5,9,4,4,7,Female,Tier 2,Store
76,102381,3.8,4,3.3,3,10,20,12,41179,2848,7,3,3,4,9,4,7,3,3,1,9,Female,Tier 3,Online
55,24228,7.4,7,5.0,9,2,11,1,84682,14761,7,6,5,2,6,3,7,4,6,1,6,Male,Tier 1,Online
33,36686,7.7,4,2.2,7,1,13,0,106613,127943,10,2,6,1,4,1,5,8,3,2,2,Other,Tier 2,Store
19,26920,6.4,12,3.0,8,10,46,0,126220,76900,6,5,5,10,3,8,10,4,2,4,6,Female,Tier 2,Store
57,22432,3.7,5,4.3,6,1,45,10,13321,74803,1,5,6,5,9,10,7,10,10,5,4,Male,Tier 2,Store
34,209647,4.8,7,5.0,7,6,27,15,78918,102167,8,5,1,8,9,5,2,5,4,10,5,Other,Tier 1,Store
72,125507,4.7,4,2.7,3,4,24,8,110769,119540,2,4,3,5,1,6,4,7,10,3,5,Other,Tier 3,Store
51,145509,7.1,5,3.6,1,2,27,6,42881,5283,5,7,6,10,8,3,5,7,9,8,6,Other,Tier 3,Hybrid
59,86725,5.1,7,2.2,1,7,30,13,114427,108637,8,5,1,7,3,9,3,6,8,7,2,Other,Tier 3,Store
77,239647,5.5,1,2.9,1,8,35,4,8389,64109,7,3,7,10,10,5,3,9,4,10,5,Female,Tier 1,Store
33,179982,4.8,12,2.2,7,7,15,18,123193,34107,2,3,2,10,8,3,3,1,5,10,9,Female,Tier 1,Store
55,136764,2.9,3,4.0,2,10,39,16,19788,6709,6,7,3,3,9,8,2,8,9,6,10,Male,Tier 3,Online
77,176298,11.2,1,4.7,6,9,28,7,136624,41951,1,6,2,10,4,5,6,4,1,1,10,Female,Tier 1,Store
19,219222,6.8,14,0.9,1,1,10,3,143970,116362,7,1,6,1,1,3,1,10,5,6,5,Other,Tier 2,Store
19,74099,8.9,3,2.4,10,10,25,1,29673,8496,10,4,2,1,7,8,1,1,5,4,8,Female,Tier 1,Online
43,127557,3.8,11,1.8,8,6,26,19,38314,21094,2,1,6,9,7,1,10,9,7,5,3,Female,Tier 2,Store
30,101760,9.0,2,2.1,5,8,29,12,32914,74568,6,9,4,10,3,10,1,8,4,10,10,Female,Tier 1,Store
73,33013,5.2,5,2.2,9,9,36,19,140500,63510,7,8,2,9,10,4,3,2,4,7,7,Male,Tier 2,Store
64,36446,7.1,10,1.4,3,8,2,5,103039,61620,9,5,2,5,3,8,3,10,10,9,4,Male,Tier 2,Store
48,120209,8.0,5,2.9,2,6,9,17,94839,103001,3,5,5,7,1,9,2,3,6,6,4,Male,Tier 1,Store
77,249265,9.0,10,1.0,8,8,31,4,149229,59042,2,7,3,6,8,6,10,1,6,5,5,Male,Tier 2,Store
51,216447,5.9,9,3.6,5,8,4,11,146014,44580,4,1,7,9,6,9,5,3,7,1,5,Female,Tier 2,Store
56,208581,4.0,8,2.9,1,1,8,18,29789,15733,4,0,2,5,5,10,9,8,6,7,7,Female,Tier 1,Store
20,117261,6.0,3,1.1,6,8,25,19,121019,140163,5,5,5,3,7,5,7,9,3,7,3,Other,Tier 1,Store
25,110739,7.2,1,1.1,3,7,34,18,140010,55507,7,9,6,1,6,5,9,2,5,9,1,Male,Tier 3,Store
40,15557,4.9,5,3.5,8,8,4,14,25376,110160,3,5,7,2,1,10,7,1,1,6,4,Other,Tier 1,Store
31,176738,5.2,11,1.6,6,8,15,6,30510,65656,5,8,1,10,7,4,10,5,7,2,5,Other,Tier 1,Store
73,183461,2.9,3,4.5,2,10,12,18,68118,34559,10,4,1,8,9,3,8,9,4,3,2,Male,Tier 3,Store
79,193772,4.0,5,0.0,6,10,29,2,132006,61778,5,3,3,2,8,5,5,5,6,5,8,Other,Tier 1,Store
72,145878,6.9,9,1.1,3,6,10,0,31358,42192,7,5,2,3,8,1,6,3,8,4,2,Male,Tier 3,Store
44,114143,7.8,11,2.0,7,9,29,9,101321,140112,9,5,4,8,9,10,3,4,2,8,10,Other,Tier 1,Store
71,39578,8.2,14,2.5,1,3,48,3,37182,75965,10,4,4,2,9,3,9,2,8,5,5,Male,Tier 1,Store
46,89779,10.6,1,3.4,1,10,20,15,139691,148263,7,2,7,4,8,7,2,1,3,8,4,Other,Tier 3,Store
56,155668,9.0,1,2.2,10,1,3,11,25409,23795,3,2,2,7,4,4,2,7,9,10,4,Other,Tier 2,Store
70,72500,5.7,9,2.1,4,9,16,9,79108,19854,3,5,1,5,4,6,5,5,8,1,10,Female,Tier 3,Hybrid
56,87534,4.1,3,1.6,7,10,32,2,103856,140020,3,5,1,4,10,4,1,7,5,4,4,Male,Tier 2,Store
18,25129,5.5,12,1.5,4,10,30,7,8260,93580,1,6,5,4,8,6,5,4,7,10,10,Other,Tier 1,Store
34,209466,4.9,10,1.6,9,2,5,4,7896,96870,10,7,7,8,9,10,6,8,4,8,4,Other,Tier 2,Store
58,212118,6.3,5,2.4,8,3,32,15,11302,71589,6,9,7,1,10,6,6,4,7,2,2,Female,Tier 1,Store
47,26596,7.8,9,0.1,5,4,38,3,21787,115788,10,6,6,9,4,2,9,8,6,4,4,Female,Tier 1,Store
70,80355,7.0,11,3.2,1,8,42,15,145340,132922,4,2,5,2,8,2,3,6,6,5,7,Male,Tier 3,Store
30,27974,9.2,5,2.6,3,9,41,2,89320,123767,10,0,4,9,6,7,9,10,5,7,2,Female,Tier 1,Store
38,212745,6.8,12,2.3,8,3,49,3,43792,116089,4,5,5,3,6,8,6,7,9,6,2,Female,Tier 3,Store
36,127004,3.4,14,4.0,7,2,26,15,59758,113024,3,4,6,9,3,7,10,3,4,1,4,Female,Tier 2,Store
70,141794,4.9,12,3.3,8,2,24,4,97699,63592,4,8,2,6,10,2,3,4,5,10,5,Male,Tier 1,Store
36,239505,6.8,3,2.7,1,9,41,17,134569,25991,3,4,6,6,1,9,8,8,3,10,6,Other,Tier 3,Store
74,85202,6.5,9,3.3,2,8,18,19,59039,86117,2,7,7,4,5,1,5,3,3,9,10,Female,Tier 2,Store
42,89442,8.6,12,1.7,10,2,1,7,107688,13760,8,3,7,1,9,3,7,4,5,6,2,Other,Tier 1,Hybrid
39,167890,6.0,7,3.3,7,8,0,7,85455,23033,9,2,5,8,2,7,6,10,1,10,2,Female,Tier 1,Store
48,189318,5.6,12,3.6,5,4,13,6,10481,31804,8,6,6,6,1,1,2,8,1,2,8,Female,Tier 3,Store
34,70598,2.9,12,0.0,5,6,43,9,74926,28241,10,2,3,1,4,9,9,1,8,4,10,Female,Tier 2,Online
72,148726,4.4,7,4.8,10,5,14,1,44288,6577,10,6,4,3,5,8,7,1,2,10,8,Other,Tier 1,Online
40,48758,6.6,14,2.9,9,5,21,19,147203,43790,4,7,1,1,3,10,9,8,3,8,8,Male,Tier 1,Store
49,39204,6.4,8,3.3,1,10,16,5,67871,95356,2,3,5,10,10,3,4,4,7,6,1,Female,Tier 3,Store
79,142309,7.2,11,3.9,5,10,49,14,102138,122429,6,2,6,8,10,10,7,5,9,10,3,Female,Tier 2,Store
27,181000,6.9,5,2.3,7,7,40,13,95736,73753,5,1,3,5,8,6,6,2,5,6,3,Other,Tier 1,Store
27,199681,5.8,2,2.0,5,8,31,7,84730,31092,6,4,1,5,8,10,1,2,7,9,1,Male,Tier 3,Online
53,45552,4.0,11,2.9,10,5,32,8,48645,79222,4,2,5,5,9,4,7,1,7,7,1,Male,Tier 1,Store
25,156408,6.0,9,6.0,7,4,0,4,148662,110101,2,6,2,6,8,2,10,9,4,9,2,Female,Tier 1,Store
71,62037,5.9,3,2.4,1,2,40,4,37760,135444,4,8,4,8,5,2,9,1,9,1,10,Male,Tier 2,Store
69,162278,8.7,11,1.7,5,5,18,8,85824,50211,1,1,1,9,10,1,6,1,10,2,2,Other,Tier 3,Store
37,49831,8.7,14,4.2,6,8,37,6,94884,124409,9,4,1,3,6,1,6,1,10,8,5,Female,Tier 2,Store
49,58563,5.0,2,0.0,6,1,49,7,34563,42654,10,4,3,5,2,8,4,4,8,1,7,Other,Tier 2,Store
67,33361,4.8,10,2.4,4,6,34,14,146246,35136,6,6,7,1,4,6,7,3,6,3,1,Other,Tier 1,Store
31,56335,3.3,10,1.7,5,2,3,2,62219,60084,7,6,4,7,6,7,6,7,2,7,3,Female,Tier 3,Store
67,89469,5.7,5,3.3,8,2,10,16,53032,14113,8,4,4,6,9,5,4,5,1,5,2,Male,Tier 2,Store
45,40816,5.1,8,2.7,6,8,48,18,35996,15279,7,4,3,6,3,3,7,1,8,7,4,Other,Tier 3,Online
63,161691,11.2,3,1.1,1,6,2,17,23812,90492,5,7,5,3,1,6,10,2,1,5,4,Other,Tier 1,Store
69,249295,3.8,6,3.3,5,6,1,9,33742,125641,1,9,7,1,10,3,8,4,5,10,1,Other,Tier 3,Store
70,107479,6.1,9,1.4,7,6,35,1,7701,86181,10,3,7,10,2,6,3,6,10,9,6,Other,Tier 2,Store
41,41819,4.7,2,2.4,8,9,22,1,116387,8546,1,7,7,2,6,6,10,6,5,4,5,Female,Tier 3,Online
32,157813,6.0,8,1.9,4,3,10,16,6044,78760,2,6,3,3,5,5,9,4,7,1,9,Other,Tier 3,Store
39,137330,5.3,10,3.6,2,2,34,14,129029,93450,1,0,1,9,6,10,6,8,9,4,7,Other,Tier 3,Store
47,23798,7.6,7,1.9,4,5,28,15,149223,129134,7,1,1,3,6,6,1,5,6,1,3,Other,Tier 3,Store
21,171215,6.9,3,0.0,6,6,6,5,75507,87685,6,5,2,5,1,2,4,8,9,1,10,Other,Tier 1,Store
30,64695,7.6,1,1.1,6,9,18,19,78352,143743,4,6,4,4,2,8,7,5,2,7,2,Other,Tier 2,Store
76,178819,4.5,6,2.6,6,9,5,1,51286,144481,4,0,6,10,5,1,8,10,3,8,6,Other,Tier 3,Store
40,245259,8.2,2,1.6,1,2,24,14,7694,136455,8,8,1,5,6,2,4,9,3,4,8,Male,Tier 3,Store
25,144544,5.0,3,4.0,7,9,15,17,47866,54086,9,4,1,8,9,4,4,2,10,6,3,Female,Tier 3,Store
35,167254,3.2,12,1.2,7,9,22,7,77801,62122,10,6,4,1,2,2,3,10,5,4,6,Female,Tier 1,Store
29,24415,5.6,14,3.2,5,6,10,3,134821,148661,2,2,5,1,9,1,5,5,9,2,4,Male,Tier 2,Store
72,157157,6.2,5,3.6,4,1,32,4,62050,122615,8,7,7,10,4,4,9,10,5,5,7,Male,Tier 1,Store
48,161080,3.5,14,2.7,3,8,7,7,76898,128149,5,6,4,10,3,1,8,8,1,2,3,Other,Tier 2,Store
31,102638,7.7,11,3.0,8,8,35,16,91880,50792,1,3,1,5,4,7,9,10,7,3,1,Other,Tier 3,Store
51,33452,4.4,8,2.3,8,8,49,5,106392,138585,2,0,4,6,6,10,1,9,9,5,8,Male,Tier 3,Store
35,210147,4.3,2,2.9,3,8,24,14,25833,96442,7,7,5,2,6,9,8,4,5,1,10,Male,Tier 1,Store
73,154192,6.0,6,1.9,5,10,34,0,49285,64784,3,2,7,2,6,7,8,6,2,6,5,Male,Tier 1,Store
51,210457,7.7,1,2.8,8,5,12,10,25488,132635,7,0,6,1,2,6,1,6,8,8,10,Female,Tier 2,Store
28,219428,3.6,7,2.1,10,2,5,5,1704,59333,4,2,1,10,6,5,9,8,6,7,10,Female,Tier 3,Store
58,125205,7.9,4,2.1,10,9,34,5,129485,74077,6,1,5,6,4,5,10,3,6,1,2,Male,Tier 2,Store
29,33170,1.7,1,1.6,6,6,45,19,55824,40877,2,0,2,1,3,4,9,10,3,2,8,Male,Tier 1,Store
66,31259,6.7,9,2.2,2,3,38,19,1481,32412,5,2,7,7,5,9,4,1,4,10,2,Other,Tier 2,Store
32,37099,3.7,9,4.5,1,1,49,17,113155,60341,9,5,5,7,1,1,8,3,8,5,5,Other,Tier 1,Store
74,155721,4.4,11,2.2,7,5,3,17,141302,8380,10,2,1,9,5,1,8,4,6,10,9,Male,Tier 1,Store
48,144394,9.5,3,3.7,2,4,44,6,20234,108762,10,3,4,9,7,9,10,4,9,6,10,Other,Tier 3,Store
66,241863,4.0,6,3.2,10,4,42,15,93716,64633,1,5,5,5,8,6,9,8,2,5,9,Male,Tier 1,Store
75,74258,5.9,7,2.8,10,9,41,18,41366,121907,4,4,4,9,4,1,4,6,9,1,10,Male,Tier 1,Store
46,187109,3.9,13,2.9,4,6,15,11,46977,142736,3,7,1,2,5,6,6,9,8,6,10,Other,Tier 2,Store
43,26805,7.5,4,2.5,6,8,10,17,108580,140801,3,9,4,6,1,4,9,9,8,3,1,Other,Tier 1,Store
35,58147,6.8,6,1.7,7,9,23,3,118053,58658,10,4,1,3,8,1,3,3,5,1,4,Other,Tier 3,Store
49,89280,7.1,9,4.7,7,1,13,1,37133,59626,2,0,7,1,7,3,7,9,2,8,4,Other,Tier 2,Store
39,192125,8.3,14,3.9,7,7,39,8,8893,11364,5,1,1,5,2,2,3,10,6,5,2,Female,Tier 2,Online
55,121777,5.3,10,2.6,4,7,7,6,11039,46981,7,2,5,3,3,1,10,1,1,4,10,Other,Tier 2,Store
34,112841,8.1,6,2.6,10,9,29,11,130232,115261,1,1,6,10,1,7,10,1,9,5,6,Male,Tier 2,Store
40,237465,9.0,7,3.2,10,1,30,4,75878,29550,7,6,2,2,10,7,3,2,4,8,4,Female,Tier 3,Hybrid
41,139726,6.6,6,1.1,6,2,5,11,59781,66797,2,8,3,3,6,5,2,7,3,2,1,Female,Tier 3,Store
67,143359,3.8,7,1.5,3,6,23,15,81620,68130,9,2,5,5,3,10,9,1,8,9,10,Other,Tier 3,Store
25,91215,3.6,1,0.1,8,4,0,18,111225,20665,5,7,2,9,3,6,2,6,2,9,5,Other,Tier 1,Store
58,127909,6.9,6,2.2,1,5,37,11,3439,129379,2,9,5,6,5,4,4,1,2,7,4,Female,Tier 1,Store
23,110365,3.8,12,4.0,8,5,45,0,121090,110576,2,9,5,1,4,2,1,4,1,4,8,Other,Tier 2,Store
22,25985,3.3,9,2.1,5,10,20,0,51510,110911,5,2,1,10,6,8,5,9,2,1,7,Male,Tier 3,Store
61,239895,7.8,11,5.3,8,1,5,18,112256,57817,3,3,2,10,5,10,7,2,6,8,4,Female,Tier 3,Store
74,27391,5.1,3,1.9,4,1,14,19,27193,97151,5,3,3,4,5,8,4,6,3,3,10,Female,Tier 2,Store
46,19861,10.8,14,2.7,2,7,31,11,96090,15423,3,0,4,7,2,5,3,3,10,3,7,Male,Tier 2,Online
45,209654,4.7,6,2.1,4,3,17,4,129810,37516,3,9,7,4,2,6,1,9,9,5,7,Female,Tier 1,Store
28,198000,5.0,4,0.0,8,5,46,8,64998,128523,3,0,1,3,2,6,2,3,1,9,1,Male,Tier 1,Store
74,49364,6.7,7,2.1,10,8,31,11,13703,14996,7,4,5,3,4,3,4,8,1,5,5,Other,Tier 2,Online
18,97399,6.4,7,1.4,1,5,11,1,41442,32588,10,5,6,4,2,4,9,3,8,3,9,Male,Tier 1,Store
60,243107,5.8,13,2.8,5,10,10,12,45471,125543,2,6,4,8,3,3,10,4,1,2,9,Male,Tier 3,Store
36,239402,5.8,9,4.2,6,9,33,3,81246,73765,7,5,5,1,7,9,3,8,9,1,7,Female,Tier 1,Store
26,57923,12.0,4,2.0,4,4,1,18,120812,83640,2,3,1,3,7,2,7,5,5,1,3,Other,Tier 3,Store
44,153991,9.3,14,3.0,4,7,43,7,22512,64607,6,6,5,5,3,2,4,5,1,8,7,Male,Tier 3,Store
51,201968,7.7,8,2.2,4,8,21,12,11498,113253,10,9,1,1,6,8,9,1,1,5,2,Other,Tier 2,Store
61,100818,3.5,8,3.7,3,7,20,0,139946,68834,6,4,5,1,7,7,6,6,6,6,9,Other,Tier 3,Store
21,193468,5.9,8,5.5,10,4,5,16,109215,76467,3,6,4,8,2,4,3,4,5,4,3,Male,Tier 3,Store
53,180912,7.3,14,4.4,5,8,5,16,44203,127317,9,0,6,9,9,2,2,4,2,2,7,Other,Tier 2,Store
35,188327,7.5,8,1.7,6,10,11,3,30835,102572,9,2,7,8,4,7,3,9,4,2,1,Other,Tier 2,Store
32,86160,8.6,6,4.3,3,10,3,7,41008,42249,7,0,6,9,6,10,7,1,8,10,7,Female,Tier 1,Store
68,143165,4.7,8,2.9,3,10,6,19,127826,143905,10,4,1,2,2,3,1,9,4,9,4,Male,Tier 1,Store
30,245314,5.9,6,4.1,9,4,11,4,148076,33465,2,7,2,6,3,6,8,2,8,7,3,Male,Tier 1,Store
36,154248,4.5,10,1.2,2,10,29,15,62937,125908,5,4,7,3,3,2,1,1,7,4,7,Male,Tier 1,Store
66,48529,8.7,14,2.4,6,8,8,1,86466,6029,9,8,4,4,3,4,2,3,7,2,3,Male,Tier 1,Online
23,202478,7.4,14,2.7,8,8,6,8,88831,100274,7,8,1,4,4,9,2,10,7,6,9,Other,Tier 1,Store
65,159013,5.0,2,2.4,8,4,47,12,110361,86745,2,7,1,6,1,7,2,8,7,2,10,Female,Tier 1,Store
73,16669,6.4,13,2.9,1,5,46,18,147322,45303,2,9,2,3,6,3,10,8,4,2,1,Female,Tier 3,Store
29,231854,6.1,3,2.4,1,5,21,8,149392,148687,10,3,5,2,2,2,9,2,1,7,3,Female,Tier 1,Store
68,132373,4.2,6,2.0,8,5,26,2,46194,52638,5,5,6,4,5,8,8,9,5,9,7,Male,Tier 1,Store
54,59859,7.9,7,1.9,1,3,34,0,11795,101831,7,4,3,6,6,7,8,3,9,2,9,Other,Tier 2,Store
34,70786,6.2,14,1.4,3,2,37,17,51931,124774,6,3,1,5,4,5,10,4,3,5,10,Male,Tier 3,Store
75,197155,4.9,4,2.9,9,1,23,14,2109,34795,2,5,7,8,5,8,7,2,8,6,3,Female,Tier 1,Store
40,186148,4.2,1,2.3,3,3,13,0,60805,41613,7,7,4,7,4,8,8,2,2,6,3,Other,Tier 2,Store
43,35323,7.7,4,1.8,2,9,39,14,124848,57635,3,4,5,7,3,6,6,1,7,6,6,Other,Tier 2,Store
46,245502,6.5,6,0.6,1,7,35,17,132503,95078,7,8,6,1,6,7,3,10,9,1,10,Male,Tier 3,Store
50,21021,4.6,8,3.2,1,2,12,18,133759,103049,3,8,4,4,4,4,1,4,2,5,7,Other,Tier 3,Store
77,54807,5.0,13,3.4,10,8,36,19,121005,16275,2,5,1,3,10,2,6,6,7,1,3,Male,Tier 1,Hybrid
44,143305,6.0,12,1.3,3,8,49,18,71649,124929,8,7,2,7,7,10,5,2,4,10,4,Male,Tier 2,Store
42,65355,6.1,13,2.6,6,7,10,19,95804,147956,10,0,2,7,7,10,6,1,5,2,6,Male,Tier 2,Store
73,248511,6.4,13,1.8,7,6,31,12,13110,116062,7,2,2,4,2,1,2,5,3,4,10,Other,Tier 1,Store
72,128415,2.5,14,3.4,6,2,4,4,67179,49423,6,7,6,1,1,8,8,2,9,2,8,Other,Tier 1,Store
27,190804,6.2,13,1.9,6,4,16,4,52850,93860,10,0,7,10,1,7,1,6,7,4,7,Male,Tier 2,Store
64,23711,3.6,4,1.9,9,1,1,10,69337,129646,10,9,6,7,3,9,4,7,5,8,2,Female,Tier 2,Store
40,209151,8.8,10,2.7,4,7,31,9,15438,117911,4,2,7,1,3,10,9,9,8,7,6,Male,Tier 1,Store
38,22904,8.1,1,2.0,5,2,22,5,18045,133907,6,4,7,8,5,4,7,1,3,3,9,Other,Tier 2,Store
38,79033,8.3,5,1.9,1,6,4,5,51549,44426,3,9,5,1,6,3,4,2,4,7,9,Female,Tier 1,Store
60,246659,1.1,7,1.7,4,9,39,12,57477,99526,8,8,2,3,3,4,4,7,3,2,9,Male,Tier 2,Store
30,101478,5.4,6,1.9,10,5,37,5,78693,37610,2,4,5,6,10,3,1,6,5,5,1,Female,Tier 3,Store
54,135035,5.8,3,2.0,6,5,7,6,135703,103329,5,0,7,3,4,10,3,7,9,6,7,Other,Tier 2,Store
50,235859,7.1,13,2.5,7,4,26,7,140472,26468,2,0,1,10,5,6,2,8,6,6,5,Male,Tier 1,Store
41,201168,7.8,7,2.3,2,1,1,9,127679,118693,3,8,6,5,3,3,5,5,1,7,3,Male,Tier 1,Store
61,236666,8.6,4,3.1,10,4,39,10,26523,70941,9,4,6,2,6,3,10,8,5,1,4,Other,Tier 3,Store
28,246853,1.4,5,1.0,6,9,6,4,143620,69221,2,3,1,8,4,1,5,2,2,2,1,Male,Tier 3,Store
34,18093,4.4,11,5.2,3,9,39,7,33534,74251,5,2,3,1,5,3,4,6,10,9,1,Female,Tier 3,Store
21,39918,6.1,7,2.5,7,7,49,0,116257,50041,10,8,4,6,8,6,3,2,8,9,3,Other,Tier 3,Store
64,218815,7.7,2,3.8,9,4,21,6,146902,134726,6,4,7,9,9,8,7,10,10,9,1,Female,Tier 3,Store
42,208708,7.6,4,3.1,4,9,6,17,135218,52326,6,2,1,5,1,9,7,6,5,8,6,Other,Tier 3,Store
47,204878,6.9,4,2.7,8,5,46,11,97252,98374,1,3,5,10,5,3,2,5,2,4,3,Other,Tier 3,Store
26,155466,4.7,6,3.1,10,10,8,18,89495,3174,8,9,5,4,6,10,9,8,2,9,9,Other,Tier 1,Online
38,139501,5.0,12,2.9,6,2,45,7,121222,78399,7,2,5,9,6,10,7,6,6,8,8,Male,Tier 3,Store
37,107510,4.7,11,2.3,3,9,44,2,90303,139923,10,6,2,1,10,10,8,7,6,2,6,Female,Tier 1,Store
36,108708,4.0,7,5.6,3,6,34,9,65820,111221,5,5,4,5,2,2,10,2,6,4,1,Female,Tier 1,Store
36,112819,4.0,4,3.9,3,5,37,13,43345,149386,9,1,6,4,2,4,6,3,3,8,6,Other,Tier 2,Store
29,159352,3.8,10,0.4,4,10,23,18,63601,146618,8,9,3,4,8,1,6,6,7,5,3,Male,Tier 1,Store
54,51303,6.7,1,3.9,2,8,35,18,139160,93767,10,5,4,9,9,6,6,4,2,10,2,Male,Tier 3,Store
59,42453,6.2,1,2.6,5,2,17,8,122045,69544,6,3,6,2,2,5,4,7,10,5,1,Male,Tier 1,Store
34,123886,4.1,5,4.6,8,5,42,4,8966,147972,2,9,4,10,7,9,1,10,8,4,4,Female,Tier 1,Store
54,75695,2.6,1,2.1,7,10,25,6,119768,130023,1,4,1,10,8,7,6,7,9,1,10,Other,Tier 2,Store
71,214521,5.3,3,0.0,9,8,38,12,2120,54363,5,5,7,2,7,2,4,1,7,2,10,Male,Tier 3,Store
65,171837,9.0,9,2.0,3,4,14,17,50625,144714,2,8,2,10,10,6,4,8,6,1,10,Other,Tier 1,Store
56,148412,6.0,3,0.4,4,10,21,12,66838,116673,7,3,1,10,10,3,10,7,4,10,4,Other,Tier 1,Store
45,237787,7.6,3,1.6,8,10,24,6,64677,127457,6,5,2,3,10,8,9,8,9,7,4,Other,Tier 3,Store
58,239481,6.4,13,1.8,10,9,42,7,47771,79796,10,5,3,7,6,5,9,5,9,10,4,Female,Tier 3,Store
52,53057,5.9,9,3.0,3,7,24,3,23898,18785,2,8,1,8,9,4,10,3,5,5,5,Male,Tier 3,Online
64,146669,3.1,5,2.8,1,7,40,16,37221,4036,6,3,2,7,9,5,1,2,5,8,1,Other,Tier 1,Online
65,204060,5.2,12,3.3,2,9,24,9,68652,14017,1,1,2,1,3,7,10,7,10,4,7,Female,Tier 3,Online
35,109655,4.9,8,3.2,10,3,37,3,59337,54052,9,8,5,4,2,1,9,9,8,1,4,Female,Tier 1,Store
31,30025,9.0,10,5.0,10,3,24,4,40726,30405,1,7,1,7,2,7,7,3,7,2,9,Other,Tier 2,Hybrid
52,22145,6.4,9,2.5,8,10,6,4,57414,29334,1,3,2,9,1,6,3,3,2,3,1,Other,Tier 1,Online
61,116206,8.6,12,3.2,7,7,39,17,88118,75645,1,1,5,10,5,6,2,7,8,8,5,Male,Tier 3,Store
58,201869,8.3,6,3.7,4,2,43,1,92753,5406,4,2,5,2,1,8,1,6,2,8,5,Male,Tier 1,Online
77,56723,4.3,7,1.7,8,10,23,10,15209,74947,1,5,5,4,1,3,2,6,10,8,8,Female,Tier 2,Store
24,88230,6.0,7,0.9,3,3,18,0,143604,105963,9,9,1,10,3,6,4,3,1,2,7,Male,Tier 2,Store
58,150902,9.4,7,3.0,1,6,21,6,31058,2597,3,8,6,3,4,6,7,9,6,4,2,Other,Tier 1,Online
30,170002,7.1,4,2.0,4,9,45,11,63601,104015,6,9,6,7,6,4,1,5,6,3,3,Other,Tier 3,Store
35,169824,7.0,13,3.5,6,4,22,7,14890,108992,9,8,3,7,7,6,9,2,10,4,1,Other,Tier 3,Store
54,123138,7.8,13,3.5,6,5,19,11,137819,5012,8,5,7,3,2,8,3,3,4,8,3,Female,Tier 2,Online
30,222097,7.0,2,3.8,4,6,19,14,130697,36118,6,6,4,2,1,1,7,4,10,8,7,Male,Tier 3,Store
53,244300,7.1,2,1.5,8,3,6,13,37641,138634,10,4,5,5,8,9,7,7,8,5,1,Male,Tier 3,Store
